"","wgEncodeHaibTfbsMcf7Cebpbsc150V0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7CtcfcV0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7Egr1V0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7Elf1V0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7Fosl2V0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7Foxm1sc502V0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7GabpV0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7Gata3V0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7Hdac2sc6296V0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7JundV0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7MaxV0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7Nr2f2sc271940V0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7NrsfV0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7P300V0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7Pmlsc71910V0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7Rad21V0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7Sin3ak20V0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7SrfV0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7Taf1V0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7Tcf12V0422111PkRep1.broadPeak","wgEncodeHaibTfbsMcf7Tead4sc101184V0422111PkRep1.broadPeak","wgEncodeSydhTfbsMcf7Gata3sc269UcdPk.narrowPeak","wgEncodeSydhTfbsMcf7Gata3UcdPk.narrowPeak","wgEncodeSydhTfbsMcf7Hae2f1UcdPk.narrowPeak","wgEncodeSydhTfbsMcf7Tcf7l2UcdPk.narrowPeak","wgEncodeSydhTfbsMcf7Znf217UcdPk.narrowPeak","wgEncodeUwHistoneMcf7H3k4me3StdPkRep1.narrowPeak","wgEncodeUwTfbsMcf7CtcfStdPkRep1.narrowPeak"
"wgEncodeHaibTfbsMcf7SrfV0422111PkRep1.broadPeak",0.0472973287140599,0.0181069129092233,0.122739943795155,0.186267581726682,0.0468605734409759,0.0802465413106147,0.20891644551185,0.0436197228454061,0.109084193108693,0.0962759369110213,0.115941882090844,0.0646181093069682,0.026578374902991,0.0514525925841661,0.138691077642208,0.026690253336262,0.105862315990331,1,0.170612408952752,0.0714036032497089,0.0429967021342791,0.0375947750097002,0.0243054519825164,0.13335912990681,0.0543255363323996,0.0521963739520839,0.0597108230585797,0.0173022390484451
"wgEncodeHaibTfbsMcf7Taf1V0422111PkRep1.broadPeak",0.0236352088511378,0.0109995776792196,0.15484086422737,0.192790466355383,0.0136788772133236,0.0466461315345802,0.19775346522555,0.0234605917507441,0.100065814797117,0.09399353892771,0.117034199855312,0.0472376573581917,0.0466202074295803,0.0126399518945167,0.312984297703813,0.0119376473141786,0.0973242940574808,0.170612408952752,1,0.0361700291934462,0.00766463888754044,0.00831711111596715,0.00102586163694273,0.162523366127079,0.0219511284946509,0.0110388224953945,0.0638954701685705,0.0147121811750073
"wgEncodeHaibTfbsMcf7Tcf12V0422111PkRep1.broadPeak",0.0727115412052919,0.00465813008540439,0.0584544582590467,0.0629338564598273,0.0942707279905706,0.223454937447078,0.0653578367949052,0.105092465752113,0.146575322195358,0.142933370559922,0.0721000127100422,0.123546034417624,0.0205942623725483,0.263227123061296,0.0404767812385346,0.0348994978444881,0.114199018886228,0.0714036032497089,0.0361700291934462,1,0.172979246163816,0.156135361172237,0.125018686487019,0.0575961235715056,0.125069307933662,0.159186165876022,0.0213569235145381,0.00753864175407125
"wgEncodeHaibTfbsMcf7Tead4sc101184V0422111PkRep1.broadPeak",0.0500069987021419,0.00320736112361904,0.0269113297355784,0.0237920772904962,0.0728349972943486,0.170653242634299,0.0386785302453425,0.0469427938620239,0.073188315688542,0.0924797318477876,0.0301288687765688,0.0529897213140755,0.0139012825352398,0.174516119549652,0.0206426371462235,0.0216369137032293,0.0448993509014898,0.0429967021342791,0.00766463888754044,0.172979246163816,1,0.096451885263151,0.123848777480563,0.0191162520894896,0.0980240520605123,0.113916211933325,0.00942962945930856,0.00492400185585744
"wgEncodeSydhTfbsMcf7Gata3sc269UcdPk.narrowPeak",0.110226940772781,0.0100017950332151,0.0260103085739107,0.0450580285485664,0.114092958609252,0.124894471698,0.0434537859064434,0.257670406775431,0.157447622029086,0.0810154427619647,0.07849376706625,0.192154136117473,0.0118753019896146,0.157243284442106,0.0109665227254488,0.0372838741028087,0.17429860307369,0.0375947750097002,0.00831711111596715,0.156135361172237,0.096451885263151,1,0.256867533601417,0.0583247024910963,0.221160248230783,0.307619197593041,0.0274054246361326,0.0146666144513347
"wgEncodeSydhTfbsMcf7Gata3UcdPk.narrowPeak",0.0723817239205315,0.00357218614307013,0.0120945717566533,0.0137430438962956,0.0771337856523846,0.124616984014968,0.0263356558797774,0.119549765682706,0.095053906909816,0.065544854067262,0.0291725397501356,0.0968989579546964,0.00789765249622373,0.144595873740445,0.00353706233211359,0.0216034126476593,0.0831135000341141,0.0243054519825164,0.00102586163694273,0.125018686487019,0.123848777480563,0.256867533601417,1,0.0188255141827488,0.225894401870807,0.269247853800048,0.0137896596376859,0.00719589339562778
"wgEncodeSydhTfbsMcf7Hae2f1UcdPk.narrowPeak",0.0619512043264912,0.0375552217129739,0.152186034903465,0.29359433766509,0.0398191683888118,0.0584277394040966,0.243488497346526,0.0701566486814768,0.216115217704576,0.0798390150332183,0.343455902712249,0.128320908000233,0.0316229605641197,0.0389598969288063,0.10186495351151,0.0427340313125374,0.250907837088521,0.13335912990681,0.162523366127079,0.0575961235715056,0.0191162520894896,0.0583247024910963,0.0188255141827488,1,0.0676943752353793,0.062500051842176,0.157357887930237,0.0368256354304802
"wgEncodeSydhTfbsMcf7Tcf7l2UcdPk.narrowPeak",0.106680781550855,0.0108136161914417,0.0441364720431519,0.057426852677775,0.126539835730966,0.117428152573551,0.0625570113890431,0.152813887197004,0.146908686395917,0.0938686405495985,0.0794013113674462,0.147416579274702,0.015443983233416,0.137893917401944,0.0175535975756452,0.0329216348266954,0.133298940567643,0.0543255363323996,0.0219511284946509,0.125069307933662,0.0980240520605123,0.221160248230783,0.225894401870807,0.0676943752353793,1,0.274093733702467,0.0324701629883084,0.0157173283323266
"wgEncodeSydhTfbsMcf7Znf217UcdPk.narrowPeak",0.151466250038545,0.0130366408330069,0.042147595611716,0.0640186587267561,0.176099054399894,0.14759614493499,0.0629286876680239,0.223505664900662,0.207557070324849,0.112660705080597,0.104959156610334,0.20993528343633,0.0177276241062923,0.181847204755336,0.0146171844362933,0.0448664708375467,0.182762782770734,0.0521963739520839,0.0110388224953945,0.159186165876022,0.113916211933325,0.307619197593041,0.269247853800048,0.062500051842176,0.274093733702467,1,0.0352974383033366,0.0187268519433684
"wgEncodeUwHistoneMcf7H3k4me3StdPkRep1.narrowPeak",0.0352474579358771,0.0398852167910237,0.0637337433084212,0.121855045412147,0.0244827835646168,0.0239140168540009,0.106602514563942,0.0383397937231086,0.0902134137302372,0.036849505420996,0.146519231448565,0.0575577090298224,0.0146591561400414,0.0168151317952126,0.0433270744281032,0.0413973033386009,0.112947286787288,0.0597108230585797,0.0638954701685705,0.0213569235145381,0.00942962945930856,0.0274054246361326,0.0137896596376859,0.157357887930237,0.0324701629883084,0.0352974383033366,1,0.0178845490717365
"wgEncodeUwTfbsMcf7CtcfStdPkRep1.narrowPeak",0.0275440177555335,0.221711849409037,0.0197949614588406,0.0395885796776721,0.0134044400640049,0.00936188622334271,0.0281141876086744,0.0204086177147589,0.0323628221100601,0.0119207299023981,0.055145235919899,0.0261669417519297,0.00958602675966049,0.00616757400602806,0.0114136428972925,0.193345440464783,0.0282481135571031,0.0173022390484451,0.0147121811750073,0.00753864175407125,0.00492400185585744,0.0146666144513347,0.00719589339562778,0.0368256354304802,0.0157173283323266,0.0187268519433684,0.0178845490717365,1
